id	name	description	synonyms	organism
Q54YV7	ARFL_DICDI	ADP-ribosylation factor L	[]	NCBI:txid44689
O51568	MFD_BORBU	Transcription-repair-coupling factor	["TRCF", "EC:3.6.4.-"]	NCBI:txid224326
P84693	SCX5_TITOB	Toxin To5 (precursor)	["Toxin To66", "Toxin Tc66", "PT-Arthr*-beta* NaTx2.7"]	NCBI:txid1221240
P39354	YJHD_ECOLI	Putative uncharacterized protein YjhD	[]	NCBI:txid83333
Q39GT7	NODI_BURL3	Nod factor export ATP-binding protein I	["Nodulation ATP-binding protein I", "EC:7.6.2.-"]	NCBI:txid482957
B5Z372	NORW_ECO5E	Nitric oxide reductase FlRd-NAD(+) reductase	["EC:1.18.1.-", "Flavorubredoxin reductase"]	NCBI:txid444450
Q73LW4	OBG_TREDE	GTPase Obg	["GTP-binding protein Obg", "EC:3.6.5.-"]	NCBI:txid243275
P0DMV7	VPC20_MYCTO	23S rRNA-specific endonuclease VapC20	["Ribonuclease VapC20", "EC:3.1.-.-", "Toxin VapC20"]	NCBI:txid83331
A7GBI7	SSPH1_CLOBL	Small, acid-soluble spore protein H 1	["SASP H 1"]	NCBI:txid441772
P36496	PEDB_PEDAC	Pediocin PA-1 immunity protein	["Pediocin ACH immunity protein"]	NCBI:txid1254
P66879	SURE_BRUME	5'-nucleotidase SurE	["Nucleoside 5'-monophosphate phosphohydrolase", "EC:3.1.3.5"]	NCBI:txid224914
Q8E1Q1	GPSB_STRA5	Cell cycle protein GpsB	["Guiding PBP1-shuttling protein"]	NCBI:txid208435
D2J0Y4	CJ090_MOUSE	(E2-independent) E3 ubiquitin-conjugating enzyme FATS	["E2/E3 hybrid ubiquitin-protein ligase FATS", "Centrosomal protein C10orf90 homolog", "EC:2.3.2.-", "Fragile-site associated tumor suppressor homolog"]	NCBI:txid10090
Q8EDW6	IF1_SHEON	Translation initiation factor IF-1	[]	NCBI:txid211586
Q9WZZ7	GLGA_THEMA	Glycogen synthase	["Starch [bacterial glycogen] synthase", "EC:2.4.1.21"]	NCBI:txid243274
P0A9A9	FUR_ECOLI	Ferric uptake regulation protein	["Ferric uptake regulator"]	NCBI:txid83333
A8F6M1	LDH_PSELT	L-lactate dehydrogenase	["L-LDH", "EC:1.1.1.27"]	NCBI:txid416591
B2TXQ4	DAPA_SHIB3	4-hydroxy-tetrahydrodipicolinate synthase	["HTPA synthase", "EC:4.3.3.7"]	NCBI:txid344609
Q46466	CSMC_PROVB	Chlorosome protein C	["14 kDa chlorosome protein"]	NCBI:txid1098
P00057	CYC_RICCO	Cytochrome c	[]	NCBI:txid3988
P93227	FNTA_SOLLC	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	["EC:2.5.1.58", "FTase-alpha", "Type I protein geranyl-geranyltransferase subunit alpha", "Ras proteins prenyltransferase subunit alpha", "EC:2.5.1.59", "CAAX farnesyltransferase subunit alpha"]	NCBI:txid4081
Q324Y6	FOLD_SHIBS	Bifunctional protein FolD	[]	NCBI:txid300268
P18814	MALG_KLEAE	Maltose/maltodextrin transport system permease protein MalG	[]	NCBI:txid548
B1IQV1	RIMP_ECOLC	Ribosome maturation factor RimP	[]	NCBI:txid481805
Q30UI3	IF3_SULDN	Translation initiation factor IF-3	[]	NCBI:txid326298
Q9MA32	Y1593_ARATH	B3 domain-containing protein At1g05930	[]	NCBI:txid3702
Q8ZNN2	BTSR_SALTY	Transcriptional regulatory protein BtsR	[]	NCBI:txid99287
A4GCL4	NS1_I43A0	Non-structural protein 1	["NS1A", "NS1"]	NCBI:txid425563
B2HZE8	PYRF_ACIBC	Orotidine 5'-phosphate decarboxylase	["OMP decarboxylase", "EC:4.1.1.23"]	NCBI:txid405416
Q6MIV0	CLPB_BDEBA	Chaperone protein ClpB	[]	NCBI:txid264462
D9U2A5	SNA28_LYCMC	Neurotoxin LmNaTx28 (precursor)	[]	NCBI:txid172552
A5UKI3	PURP_METS3	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	["EC:6.3.4.23", "5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate--formate ligase"]	NCBI:txid420247
B2S4R0	RECX_TREPS	Regulatory protein RecX	[]	NCBI:txid455434
Q6NXR0	IIGP5_HUMAN	Interferon-inducible GTPase 5	["Immunity-related GTPase cinema 1", "EC:3.6.5.-"]	NCBI:txid9606
P0C2Z6	ATPA_ORYSJ	ATP synthase subunit alpha, chloroplastic	["ATP synthase F1 sector subunit alpha", "EC:7.1.2.2", "F-ATPase subunit alpha"]	NCBI:txid39947
O17670	EYA1_CAEEL	Eyes absent homolog 1	["EC:3.1.3.48"]	NCBI:txid6239
A2BTH4	PEBA_PROMS	15,16-dihydrobiliverdin:ferredoxin oxidoreductase	["EC:1.3.7.2"]	NCBI:txid146891
Q7NHM8	Y2507_GLOVI	Probable transcriptional regulatory protein glr2507	[]	NCBI:txid251221
P23596	PRTD_DICCH	Proteases secretion ATP-binding protein PrtD	[]	NCBI:txid556
Q9LLB0	AOS2_SOLLC	Allene oxide synthase 2, chloroplastic (precursor)	["Cytochrome P450 74A", "LeAOS2", "EC:4.2.1.92"]	NCBI:txid4081
Q2YUU4	DEOC1_STAAB	Deoxyribose-phosphate aldolase 1	["EC:4.1.2.4", "2-deoxy-D-ribose 5-phosphate aldolase 1", "DERA 1", "Phosphodeoxyriboaldolase 1"]	NCBI:txid273036
P0DH04	Y740_STRP3	UPF0324 membrane protein SpyM3_0740	[]	NCBI:txid198466
Q5M7B7	OPTN_XENLA	Optineurin	[]	NCBI:txid8355
Q7VH96	EFTS_HELHP	Elongation factor Ts	["EF-Ts"]	NCBI:txid235279
Q9I5V0	Y587_PSEAE	UPF0229 protein PA0587	[]	NCBI:txid208964
Q91FS6	246L_IIV6	Uncharacterized protein 246L	[]	NCBI:txid176652
A0QVY5	LEXA_MYCS2	LexA repressor	["EC:3.4.21.88"]	NCBI:txid246196
Q8BZL1	NEUR4_MOUSE	Sialidase-4	["EC:3.2.1.18", "Neuraminidase 4", "N-acetyl-alpha-neuraminidase 4"]	NCBI:txid10090
Q5HBL4	PSD_EHRRW	Phosphatidylserine decarboxylase proenzyme	["EC:4.1.1.65"]	NCBI:txid254945
A0RNK3	SYI_CAMFF	Isoleucine--tRNA ligase	["Isoleucyl-tRNA synthetase", "EC:6.1.1.5"]	NCBI:txid360106
P0CX58	YP12A_YEAST	Transposon Ty1-PR1 Gag polyprotein	["Transposon Ty1 protein A", "Gag-p49", "p58"]	NCBI:txid559292
Q60813	ADM1A_MOUSE	Disintegrin and metalloproteinase domain-containing protein 1a (precursor)	["EC:3.4.24.-", "ADAM 1a", "Fertilin subunit alpha-a"]	NCBI:txid10090
Q6UY87	BEST1_MACFA	Bestrophin-1	["Vitelliform macular dystrophy protein 2"]	NCBI:txid9541
A7FM84	LEU1_YERP3	2-isopropylmalate synthase	["EC:2.3.3.13", "Alpha-IPM synthase", "Alpha-isopropylmalate synthase"]	NCBI:txid349747
Q6C9G2	BFR2_YARLI	Protein BFR2	[]	NCBI:txid284591
A8WN56	CTNS_CAEBR	Cystinosin homolog	[]	NCBI:txid6238
A8ZZ70	SYFA_DESOH	Phenylalanine--tRNA ligase alpha subunit	["EC:6.1.1.20", "Phenylalanyl-tRNA synthetase alpha subunit"]	NCBI:txid96561
Q8NP86	LEXA_CORGL	LexA repressor	["EC:3.4.21.88"]	NCBI:txid196627
H2E7T9	SMTL2_BOTBR	Sterol methyltransferase-like 2	["EC:2.1.1.-"]	NCBI:txid38881
Q1GZA6	BIOB_METFK	Biotin synthase	["EC:2.8.1.6"]	NCBI:txid265072
B1W0Z3	PGK_STRGG	Phosphoglycerate kinase	["EC:2.7.2.3"]	NCBI:txid455632
Q6NID8	PUR9_CORDI	Bifunctional purine biosynthesis protein PurH	[]	NCBI:txid257309
P62605	FIM1C_ECOLX	Type-1 fimbrial protein, C chain (precursor)	["Type-1C pilin"]	NCBI:txid562
Q04JX5	Y1206_STRP2	UPF0342 protein SPD_1206	[]	NCBI:txid373153
P68138	ACTS_BOVIN	Actin, alpha skeletal muscle	["Alpha-actin-1"]	NCBI:txid9913
Q0R5R0	REX_HTL32	Protein Rex	["Rev homolog", "Rex-3"]	NCBI:txid402036
B7JNW4	NADD_BACC0	Probable nicotinate-nucleotide adenylyltransferase	["Deamido-NAD(+) pyrophosphorylase", "EC:2.7.7.18", "Nicotinate mononucleotide adenylyltransferase", "Deamido-NAD(+) diphosphorylase"]	NCBI:txid405535
Q5HPI3	GLCT_STAEQ	Protein GlcT	[]	NCBI:txid176279
A8AA19	RL22_IGNH4	50S ribosomal protein L22	[]	NCBI:txid453591
O81778	REM9_ARATH	B3 domain-containing protein REM9	["Auxin response factor 23", "Protein REPRODUCTIVE MERISTEM 9"]	NCBI:txid3702
P18777	DMSC_ECOLI	Anaerobic dimethyl sulfoxide reductase chain C	["DMSO reductase anchor subunit"]	NCBI:txid83333
P22619	DHML_PARDE	Methylamine dehydrogenase light chain (precursor)	["EC:1.4.9.1", "Methylamine dehydrogenase (amicyanin)", "MADH"]	NCBI:txid266
Q3J1L9	RL9_RHOS4	50S ribosomal protein L9	[]	NCBI:txid272943
P9WMJ9	DNAK_MYCTU	Chaperone protein DnaK	["HSP70", "Heat shock 70 kDa protein", "Heat shock protein 70"]	NCBI:txid83332
Q48SQ1	RF3_STRPM	Peptide chain release factor 3	["RF-3"]	NCBI:txid319701
B7GIY9	GLMM_ANOFW	Phosphoglucosamine mutase	["EC:5.4.2.10"]	NCBI:txid491915
P62862	RS30_MOUSE	40S ribosomal protein S30	[]	NCBI:txid10090
Q3A820	NUOI_PELCD	NADH-quinone oxidoreductase subunit I	["NADH dehydrogenase I subunit I", "NDH-1 subunit I", "EC:7.1.1.-"]	NCBI:txid338963
A4FV68	2A5E_BOVIN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	["PP2A B subunit isoform R5-epsilon", "PP2A B subunit isoform PR61-epsilon", "PP2A B subunit isoform B'-epsilon", "PP2A B subunit isoform B56-epsilon"]	NCBI:txid9913
Q40832	TBA2_PELFA	Tubulin alpha-2 chain	[]	NCBI:txid48072
Q9RX68	PYRE_DEIRA	Orotate phosphoribosyltransferase	["EC:2.4.2.10", "OPRT", "OPRTase"]	NCBI:txid243230
Q945S8	ASHH3_ARATH	Histone-lysine N-methyltransferase ASHH3	["Protein SET DOMAIN GROUP 7", "EC:2.1.1.-", "ASH1 homolog 3"]	NCBI:txid3702
O89020	AFAM_MOUSE	Afamin (precursor)	["Alpha-albumin"]	NCBI:txid10090
B7LCF7	ZIPA_ECO55	Cell division protein ZipA	[]	NCBI:txid585055
O74968	RU1A_SCHPO	U1 small nuclear ribonucleoprotein usp102	["U1 snRNP protein usp102"]	NCBI:txid284812
A0L8F5	RECR_MAGMM	Recombination protein RecR	[]	NCBI:txid156889
E3PJ87	GSPC2_ECOH1	Type II secretion system protein C 2	["T2SS protein C 2", "Type II secretion system protein C beta", "General secretion pathway protein C 2"]	NCBI:txid316401
Q6P205	XL3B_MOUSE	X-linked lymphocyte-regulated protein 3B	[]	NCBI:txid10090
C6C0U6	GCH4_DESAD	GTP cyclohydrolase FolE2	["EC:3.5.4.16"]	NCBI:txid526222
P0A6M7	DTD_SHIFL	D-aminoacyl-tRNA deacylase	["EC:3.1.1.96", "Gly-tRNA(Ala) deacylase", "DTD"]	NCBI:txid623
Q92IB5	SYK_RICCN	Lysine--tRNA ligase	["EC:6.1.1.6", "Lysyl-tRNA synthetase"]	NCBI:txid272944
A1RSD9	RPON_PYRIL	DNA-directed RNA polymerase subunit N	["EC:2.7.7.6"]	NCBI:txid384616
Q6NVF9	CPSF6_MOUSE	Cleavage and polyadenylation specificity factor subunit 6	[]	NCBI:txid10090
B1AY10	NFX1_MOUSE	Transcriptional repressor NF-X1	["EC:2.3.2.-", "m-Nfx.1", "Nuclear transcription factor, X box-binding protein 1"]	NCBI:txid10090
P38120	RT09_YEAST	37S ribosomal protein S9, mitochondrial (precursor)	["Mitochondrial small ribosomal subunit protein uS9m"]	NCBI:txid559292
Q0BJM8	MNMG_BURCM	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	["Glucose-inhibited division protein A"]	NCBI:txid339670
Q9FID0	GL114_ARATH	Germin-like protein subfamily 1 member 14 (precursor)	[]	NCBI:txid3702
Q9CX98	CP2U1_MOUSE	Cytochrome P450 2U1	["Long-chain fatty acid omega-monooxygenase", "EC:1.14.14.80"]	NCBI:txid10090
A7Z4U0	PNP_BACVZ	Polyribonucleotide nucleotidyltransferase	["EC:2.7.7.8", "Polynucleotide phosphorylase"]	NCBI:txid326423
O74865	DPH7_SCHPO	Diphthine methyltransferase	["EC:3.1.1.97", "Diphthamide biosynthesis protein 7", "WD repeat-containing protein rrt2"]	NCBI:txid284812
Q8PQU9	GPDA_XANAC	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	["EC:1.1.1.94", "NAD(P)H-dependent glycerol-3-phosphate dehydrogenase"]	NCBI:txid190486
Q1J7N3	TPIS_STRPF	Triosephosphate isomerase	["TPI", "Triose-phosphate isomerase", "EC:5.3.1.1", "TIM"]	NCBI:txid370554
Q5I2N3	POLG_HCV6A	Genome polyprotein	[]	NCBI:txid356391
Q2SRU8	RL19_MYCCT	50S ribosomal protein L19	[]	NCBI:txid340047
Q622K8	HUM6_CAEBR	Unconventional myosin heavy chain 6	[]	NCBI:txid6238
O35910	MOT4_RAT	Monocarboxylate transporter 4	["MCT 4", "Monocarboxylate transporter 3", "Solute carrier family 16 member 3"]	NCBI:txid10116
Q5LNF2	RS16_RUEPO	30S ribosomal protein S16	[]	NCBI:txid246200
B7UTB4	MDTC_ECO27	Multidrug resistance protein MdtC	["Multidrug transporter MdtC"]	NCBI:txid574521
A1SNN8	RS12_NOCSJ	30S ribosomal protein S12	[]	NCBI:txid196162
Q05395	HRPJ_PSESY	Hypersensitivity response secretion protein HrpJ	[]	NCBI:txid321
P23249	MOV10_MOUSE	Putative helicase MOV-10	["Moloney leukemia virus 10 protein", "EC:3.6.4.13"]	NCBI:txid10090
Q9FLT4	AB10A_ARATH	ABC transporter A family member 10	["AtABCA10", "ABC transporter ABCA.10", "ABC2 homolog 14"]	NCBI:txid3702
A8IQE0	CCD39_CHLRE	Coiled-coil domain-containing protein 39	["Flagellar-associated protein 59"]	NCBI:txid3055
Q9W0Y1	TINA1_DROME	Troponin C-akin-1 protein	["EC:2.3.2.-", "Putative gamma-glutamylcyclotransferase"]	NCBI:txid7227
B5RKV9	YBEY_BORDL	Endoribonuclease YbeY	["EC:3.1.-.-"]	NCBI:txid412419
C5CG73	PDXT_KOSOT	Pyridoxal 5'-phosphate synthase subunit PdxT	["Pdx2", "Pyridoxal 5'-phosphate synthase glutaminase subunit", "EC:4.3.3.6", "EC:3.5.1.2"]	NCBI:txid521045
Q3UTJ2	SRBS2_MOUSE	Sorbin and SH3 domain-containing protein 2	["Arg-binding protein 2", "Arg/Abl-interacting protein 2"]	NCBI:txid10090
Q5L1N1	Y864_GEOKA	Putative phosphoesterase GK0864	["EC:3.1.-.-"]	NCBI:txid235909
P80765	CWP06_PHAVU	60 kDa cell wall protein (fragment)	[]	NCBI:txid3885
P0CO30	MBF1_CRYNJ	Multiprotein-bridging factor 1	[]	NCBI:txid214684
Q828J2	ARC_STRAW	Proteasome-associated ATPase	["AAA ATPase forming ring-shaped complexes", "Proteasomal ATPase"]	NCBI:txid227882
P95316	FLAB1_METVS	Flagellin B1 (precursor)	[]	NCBI:txid406327
Q8ZKM0	CAPP_SALTY	Phosphoenolpyruvate carboxylase	["EC:4.1.1.31", "PEPC", "PEPCase"]	NCBI:txid99287
B5YXN3	KDSA_ECO5E	2-dehydro-3-deoxyphosphooctonate aldolase	["Phospho-2-dehydro-3-deoxyoctonate aldolase", "KDO-8-phosphate synthase", "EC:2.5.1.55", "3-deoxy-D-manno-octulosonic acid 8-phosphate synthase"]	NCBI:txid444450
P94495	YNCE_BACSU	Uncharacterized protein YncE	[]	NCBI:txid224308
Q40255	ALDH_LINUS	Probable aldehyde dehydrogenase	["EC:1.2.1.3", "Flax-inducible sequence 1"]	NCBI:txid4006
Q8EPS9	SYA_OCEIH	Alanine--tRNA ligase	["Alanyl-tRNA synthetase", "EC:6.1.1.7"]	NCBI:txid221109
B7JJD5	Y024_BACC0	Nucleoid-associated protein BCAH820_0024	[]	NCBI:txid405535
A6T0Y7	RBFA_JANMA	Ribosome-binding factor A	[]	NCBI:txid375286
Q6D151	MSRA_PECAS	Peptide methionine sulfoxide reductase MsrA	["EC:1.8.4.11", "Peptide-methionine (S)-S-oxide reductase", "Protein-methionine-S-oxide reductase"]	NCBI:txid218491
Q46DC4	DAPA_METBF	4-hydroxy-tetrahydrodipicolinate synthase	["EC:4.3.3.7", "HTPA synthase"]	NCBI:txid269797
B4TH16	TRPR_SALHS	Trp operon repressor	[]	NCBI:txid454169
A5ELL2	RL6_BRASB	50S ribosomal protein L6	[]	NCBI:txid288000
C1AJN6	PCKG_MYCBT	Phosphoenolpyruvate carboxykinase [GTP]	["PEPCK", "EC:4.1.1.32", "PEP carboxykinase"]	NCBI:txid561275
A3N2B0	ERPA_ACTP2	Iron-sulfur cluster insertion protein ErpA	[]	NCBI:txid416269
P31194	RBL_MALDO	Ribulose bisphosphate carboxylase large chain (precursor)	["EC:4.1.1.39", "RuBisCO large subunit"]	NCBI:txid3750
A7GJ47	RS11_CLOBL	30S ribosomal protein S11	[]	NCBI:txid441772
Q7W605	IHFB_BORPA	Integration host factor subunit beta	["IHF-beta"]	NCBI:txid257311
C3L6Y5	Y4721_BACAC	UPF0758 protein BAMEG_4721	[]	NCBI:txid568206
B7L5G2	TUS_ECO55	DNA replication terminus site-binding protein	["Ter-binding protein"]	NCBI:txid585055
Q09437	CD111_CAEEL	Cyclin-dependent kinase 11.1	["EC:2.7.11.22"]	NCBI:txid6239
C1C6S2	TRMFO_STRP7	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	["EC:2.1.1.74", "Folate-dependent tRNA(M-5-U54)-methyltransferase", "Folate-dependent tRNA (uracil-5-)-methyltransferase"]	NCBI:txid488221
B2S0K2	RL36_BORHD	50S ribosomal protein L36	[]	NCBI:txid314723
Q1LP24	LFTR_CUPMC	Leucyl/phenylalanyl-tRNA--protein transferase	["Phenyalanyltransferase", "EC:2.3.2.6", "L/F-transferase", "Leucyltransferase"]	NCBI:txid266264
A7NCI3	PGK_FRATF	Phosphoglycerate kinase	["EC:2.7.2.3"]	NCBI:txid458234
Q038V6	ADDB_LACP3	ATP-dependent helicase/deoxyribonuclease subunit B	["EC:3.1.-.-", "EC:3.6.4.12", "ATP-dependent helicase/nuclease RexB"]	NCBI:txid321967
Q9X078	Y983_THEMA	Putative sulfur carrier protein TM_0983	[]	NCBI:txid243274
Q6R7B7	Y113_OSHVF	Uncharacterized protein ORF113	[]	NCBI:txid654903
Q8BZK4	S35F4_MOUSE	Solute carrier family 35 member F4	[]	NCBI:txid10090
B4RXT8	IF2_ALTMD	Translation initiation factor IF-2	[]	NCBI:txid1774373
P06921	VE2_HPV05	Regulatory protein E2	[]	NCBI:txid333923
P84969	DEF61_TRIKH	Defensin Tk-AMP-D6.1	[]	NCBI:txid376535
A1L237	ENDUA_DANRE	Poly(U)-specific endoribonuclease-A (precursor)	["Protein endoU-A", "Uridylate-specific endoribonuclease-A", "EC:3.1.-.-"]	NCBI:txid7955
A5HBD7	ST_POVWU	Small t antigen	["ST-AG", "ST"]	NCBI:txid440266
Q8M9T4	RR15_CHAGL	30S ribosomal protein S15, chloroplastic	[]	NCBI:txid96477
Q83JV7	AAS_SHIFL	Bifunctional protein Aas	[]	NCBI:txid623
Q9KDJ5	NADB_BACHD	L-aspartate oxidase	["EC:1.4.3.16", "LASPO", "Quinolinate synthase B"]	NCBI:txid272558
B7MKL7	PIMT_ECO45	Protein-L-isoaspartate O-methyltransferase	["Protein L-isoaspartyl methyltransferase", "Protein-beta-aspartate methyltransferase", "EC:2.1.1.77", "L-isoaspartyl protein carboxyl methyltransferase"]	NCBI:txid585035
Q57HM6	FADB_SALCH	Fatty acid oxidation complex subunit alpha	[]	NCBI:txid321314
B2TNG3	PYRB_CLOBB	Aspartate carbamoyltransferase	["EC:2.1.3.2", "Aspartate transcarbamylase"]	NCBI:txid935198
B2V4B1	DEF_CLOBA	Peptide deformylase	["Polypeptide deformylase", "PDF", "EC:3.5.1.88"]	NCBI:txid508767
B8GXG1	HEM3_CAUVN	Porphobilinogen deaminase	["Pre-uroporphyrinogen synthase", "PBG", "EC:2.5.1.61", "Hydroxymethylbilane synthase"]	NCBI:txid565050
A0A0G3FWY4	AQDA1_RHOER	Probable N-octanoylanthranilate hydrolase AqdA1	["EC:3.5.1.-"]	NCBI:txid1833
P0AC95	GNTP_ECO57	High-affinity gluconate transporter	["Gnt-III system", "Gluconate permease 3"]	NCBI:txid83334
P65105	IDI2_STRP8	Isopentenyl-diphosphate delta-isomerase	["Isopentenyl pyrophosphate isomerase", "Type 2 isopentenyl diphosphate isomerase", "Isopentenyl diphosphate:dimethylallyl diphosphate isomerase", "EC:5.3.3.2", "IPP isomerase"]	NCBI:txid186103
Q0BB89	GLMU_BURCM	Bifunctional protein GlmU	[]	NCBI:txid339670
Q8ZQJ5	RLMC_SALTY	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	["23S rRNA(m5U747)-methyltransferase", "EC:2.1.1.189"]	NCBI:txid99287
P40832	RUVA_MYCLE	Holliday junction ATP-dependent DNA helicase RuvA	["EC:3.6.4.12"]	NCBI:txid272631
Q5YZX1	HRCA_NOCFA	Heat-inducible transcription repressor HrcA	[]	NCBI:txid247156
Q2P0J5	THIG_XANOM	Thiazole synthase	["EC:2.8.1.10"]	NCBI:txid342109
Q1BTP1	SYDND_BURCA	Aspartate--tRNA(Asp/Asn) ligase	["Aspartyl-tRNA synthetase", "EC:6.1.1.23", "Non-discriminating aspartyl-tRNA synthetase"]	NCBI:txid331271
Q9DE68	PGS2_COTJA	Decorin (precursor)	["PG-S2", "Bone proteoglycan II"]	NCBI:txid93934
B5R5J8	SYP_SALG2	Proline--tRNA ligase	["EC:6.1.1.15", "Prolyl-tRNA synthetase"]	NCBI:txid550538
Q2IQG8	ISPDF_ANADE	Bifunctional enzyme IspD/IspF	[]	NCBI:txid290397
Q91A26	SPIKE_CVBEN	Spike glycoprotein	["Peplomer protein", "E2", "S glycoprotein"]	NCBI:txid233262
Q75R60	NQRE_VIBAN	Na(+)-translocating NADH-quinone reductase subunit E	["NQR-1 subunit E", "EC:7.2.1.1", "Na(+)-NQR subunit E", "Na(+)-translocating NQR subunit E", "NQR complex subunit E"]	NCBI:txid55601
Q9FJZ9	PER72_ARATH	Peroxidase 72 (precursor)	["Atperox P72", "PRXR8", "EC:1.11.1.7", "ATP6a"]	NCBI:txid3702
Q32L23	LIMK2_BOVIN	LIM domain kinase 2	["EC:2.7.11.1", "LIMK-2"]	NCBI:txid9913
P87127	ATP11_SCHPO	Protein atp11, mitochondrial (precursor)	[]	NCBI:txid284812
Q02V57	HEM6_PSEAB	Oxygen-dependent coproporphyrinogen-III oxidase	["EC:1.3.3.3", "Coproporphyrinogenase", "Coprogen oxidase", "CPO"]	NCBI:txid208963
Q63341	MMP12_RAT	Macrophage metalloelastase (precursor)	["MME", "EC:3.4.24.65", "Matrix metalloproteinase-12"]	NCBI:txid10116
Q9NUZ1	ACOXL_HUMAN	Acyl-coenzyme A oxidase-like protein	["Acyl-CoA oxidase-like protein", "EC:1.3.3.-"]	NCBI:txid9606
A4Y4L6	RL19_SHEPC	50S ribosomal protein L19	[]	NCBI:txid319224
A7MGD2	BIOH_CROS8	Pimeloyl-[acyl-carrier protein] methyl ester esterase	["Carboxylesterase BioH", "Biotin synthesis protein BioH", "EC:3.1.1.85"]	NCBI:txid290339
Q0HG98	RNC_SHESM	Ribonuclease 3	["Ribonuclease III", "EC:3.1.26.3"]	NCBI:txid60480
Q84BQ9	PRMA_THET8	Ribosomal protein L11 methyltransferase	["L11 Mtase", "EC:2.1.1.-"]	NCBI:txid300852
P0DPY7	TXA1A_SCOAL	U-scoloptoxin(10)-Sa1a (precursor)	["U-SLPTX(10)-Sa1a"]	NCBI:txid1329349
A1AVQ7	ARGB_RUTMC	Acetylglutamate kinase	["N-acetyl-L-glutamate 5-phosphotransferase", "NAG kinase", "EC:2.7.2.8"]	NCBI:txid413404
Q48AU1	TSAC_COLP3	Threonylcarbamoyl-AMP synthase	["t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC", "tRNA threonylcarbamoyladenosine biosynthesis protein TsaC", "EC:2.7.7.87", "TC-AMP synthase", "L-threonylcarbamoyladenylate synthase"]	NCBI:txid167879
Q62724	MCM6_RAT	DNA replication licensing factor MCM6 (fragment)	["Intestinal DNA replication protein", "EC:3.6.4.12"]	NCBI:txid10116
Q1RIG7	EX7S_RICBR	Exodeoxyribonuclease 7 small subunit	["Exodeoxyribonuclease VII small subunit", "EC:3.1.11.6"]	NCBI:txid336407
P64575	YGHW_ECOL6	Uncharacterized protein YghW	[]	NCBI:txid199310
A5DF43	ERT1_PICGU	Transcription activator of gluconeogenesis ERT1	[]	NCBI:txid294746
Q1CEJ2	ARGR_YERPN	Arginine repressor	[]	NCBI:txid377628
C4ZSP0	DIAA_ECOBW	DnaA initiator-associating protein DiaA	[]	NCBI:txid595496
Q1RMS0	CCSE1_BOVIN	Serine-rich coiled-coil domain-containing protein 1	["Coiled-coil serine-rich protein 1"]	NCBI:txid9913
Q9JJ78	TOPK_MOUSE	Lymphokine-activated killer T-cell-originated protein kinase	["EC:2.7.12.2", "PDZ-binding kinase", "T-LAK cell-originated protein kinase"]	NCBI:txid10090
Q8NKF9	EXG_CANOL	Glucan 1,3-beta-glucosidase (precursor)	["Exo-1,3-beta-glucanase", "EC:3.2.1.58"]	NCBI:txid45573
A0RMM1	RLMH_CAMFF	Ribosomal RNA large subunit methyltransferase H	["23S rRNA m3Psi1915 methyltransferase", "EC:2.1.1.177", "23S rRNA (pseudouridine1915-N3)-methyltransferase", "rRNA (pseudouridine-N3-)-methyltransferase RlmH"]	NCBI:txid360106
A5F2W2	ZIPA_VIBC3	Cell division protein ZipA	[]	NCBI:txid345073
B7JJC6	PDXS_BACC0	Pyridoxal 5'-phosphate synthase subunit PdxS	["PLP synthase subunit PdxS", "Pdx1", "EC:4.3.3.6"]	NCBI:txid405535
Q0KBK6	MNMC_CUPNH	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	["tRNA mnm(5)s(2)U biosynthesis bifunctional protein"]	NCBI:txid381666
A6UZ82	RS21_PSEA7	30S ribosomal protein S21	[]	NCBI:txid381754
Q9JUS4	UVRA_NEIMA	UvrABC system protein A	["Excinuclease ABC subunit A", "UvrA protein"]	NCBI:txid122587
A7H1N3	RL31_CAMJD	50S ribosomal protein L31	[]	NCBI:txid360109
Q4A7I1	POTA_MYCH7	Spermidine/putrescine import ATP-binding protein PotA	["EC:7.6.2.11"]	NCBI:txid262722
B7IXL2	GCSPB_BACC2	Probable glycine dehydrogenase (decarboxylating) subunit 2	["Glycine dehydrogenase (aminomethyl-transferring) subunit 2", "Glycine cleavage system P-protein subunit 2", "EC:1.4.4.2", "Glycine decarboxylase subunit 2"]	NCBI:txid405531
Q30PI6	NUOH_SULDN	NADH-quinone oxidoreductase subunit H	["EC:7.1.1.-", "NADH dehydrogenase I subunit H", "NDH-1 subunit H"]	NCBI:txid326298
Q1H0Y6	PURA_METFK	Adenylosuccinate synthetase	["AdSS", "IMP--aspartate ligase", "AMPSase", "EC:6.3.4.4"]	NCBI:txid265072
